CaptureEventID,DateTime,SiteID,LocationX,LocationY,Species,AltitudeMoved,DistanceMoved,Tensed,DisasterPrediction
ASG0002tfv,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tfw,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tfx,40389.73,D02,699396,9733829,wildebeest,0,2,0,0
ASG0002tfy,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tfz,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg0,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg1,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg2,40389.73,D02,699396,9733829,wildebeest,0,2,0,0
ASG0002tg3,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg4,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg5,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg6,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg7,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tg8,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tga,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgb,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgc,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgd,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgf,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgg,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgh,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgi,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgj,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgk,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgl,40389.73,D02,699396,9733829,buffalo,0,2,0,0
ASG0002tgm,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgn,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgo,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgp,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgq,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgr,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgs,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgt,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgu,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002tgv,40389.73,D02,699396,9733829,hyenaSpotted,0,2,0,0
ASG0002tgx,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002th0,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002th1,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002th2,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002th2,40389.73,D02,699396,9733829,otherBird,0,2,0,0
ASG0002th7,40389.73,D02,699396,9733829,otherBird,0,2,0,0
ASG0002tha,40389.73,D02,699396,9733829,warthog,0,2,0,0
ASG0002thb,40389.73,D02,699396,9733829,hyenaStriped,0,2,0,0
ASG0002thc,40389.73,D02,699396,9733829,hyenaStriped,0,2,0,0
ASG0002thd,40389.73,D02,699396,9733829,elephant,0,2,0,0
ASG0002the,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002thf,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002thg,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002thh,40389.73,D02,699396,9733829,zebra,0,2,0,0
ASG0002thi,40389.73,D02,699396,9733829,elephant,0,2,0,0
ASG0002thk,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002thm,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002thy,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002ti0,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002ti1,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002ti2,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002ti3,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002ti7,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002ti8,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tie,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tim,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tin,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tip,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002tir,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tis,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002tix,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002tiy,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tj0,40389.73,D03,699427,9731593,gazelleGrants,0,2,0,0
ASG0002tj1,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tj4,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tj5,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tj6,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002tj8,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002tj9,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tje,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tjf,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002tji,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tjn,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tjo,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002tjp,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tjq,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002tjr,40389.73,D03,699427,9731593,mangoose,0,2,0,0
ASG0002tjt,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002tjv,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tjw,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002tjw,40389.73,D03,699427,9731593,otherBird,0,2,0,0
ASG0002tk1,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002tk3,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tk4,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tk9,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tkb,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002tkc,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002tkd,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002tke,40389.73,D03,699427,9731593,mangoose,0,2,0,0
ASG0002tkf,40389.73,D03,699427,9731593,porcupine,0,2,0,0
ASG0002tkg,40389.73,D03,699427,9731593,mangoose,0,2,0,0
ASG0002tkh,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002tki,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002tkj,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tkl,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tkm,40389.73,D03,699427,9731593,zebra,0,2,0,0
ASG0002tl0,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tl3,40389.73,D03,699427,9731593,gazelleGrants,0,2,0,0
ASG0002tl4,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tl6,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002tla,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tli,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tlm,40389.73,D03,699427,9731593,giraffe,0,2,0,0
ASG0002tln,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tlu,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002tmd,40389.73,D03,699427,9731593,mongoose,0,2,0,0
ASG0002tme,40389.73,D03,699427,9731593,porcupine,0,2,0,0
ASG0002tmf,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tmh,40389.73,D03,699427,9731593,guineaFowl,0,2,0,0
ASG0002tpe,40389.73,D03,699427,9731593,guineaFowl,0,2,0,0
ASG0002tpl,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002ttn,40389.73,D03,699427,9731593,gazelleGrants,0,2,0,0
ASG0002twy,40389.73,D03,699427,9731593,warthog,0,2,0,0
ASG0002tx4,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002u2o,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002u2s,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002u6x,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002u7k,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002u7l,40389.73,D03,699427,9731593,gazelleThomsons,0,2,0,0
ASG0002u7y,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002u7z,40389.73,D03,699427,9731593,hippopotamus,0,2,0,0
ASG0002u80,40389.73,D03,699427,9731593,reedbuck,0,2,0,0
ASG0002u81,40389.73,D03,699427,9731593,ostrich,0,2,0,0
ASG0002u82,40389.73,D03,699427,9731593,elephant,0,2,0,0
ASG0002u83,40389.73,D03,699427,9731593,hippopotamus,-1,1,0,0
ASG0002u84,40389.73,D03,699427,9731593,impala,-1,2,0,0
ASG0002u85,40389.73,D03,699427,9731593,lionFemale,-1,2,0,0
ASG0002u87,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u88,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002u8n,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002u8q,40389.73,D03,699427,9731593,lionFemale,-1,2,0,0
ASG0002u8t,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002u8u,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002u8v,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002u8w,40389.73,D03,699427,9731593,ostrich,-1,2,0,0
ASG0002u8x,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002u92,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002u9a,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002u9b,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002u9c,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002u9e,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002u9f,40389.73,D03,699427,9731593,warthog,-1,2,0,0
ASG0002u9g,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9h,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9i,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9j,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9k,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9l,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9m,40389.73,D03,699427,9731593,elephant,-1,2,0,0
ASG0002u9q,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002u9r,40389.73,D03,699427,9731593,wildebeest,-1,2,0,0
ASG0002u9t,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002u9y,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002u9z,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002ua0,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002ua5,40389.73,D03,699427,9731593,aardvark,-1,2,0,0
ASG0002ua8,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002uad,40389.73,D03,699427,9731593,giraffe,-1,2,0,0
ASG0002uaj,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002uak,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002ual,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002uam,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002uan,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002uat,40389.73,D03,699427,9731593,giraffe,-1,2,0,0
ASG0002uau,40389.73,D03,699427,9731593,giraffe,-1,2,0,0
ASG0002uaz,40389.73,D03,699427,9731593,hyenaSpotted,-1,2,0,0
ASG0002ub1,40389.73,D03,699427,9731593,zebra,-1,2,0,0
ASG0002ub2,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002ub8,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002ub9,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002uba,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002ubb,40389.73,D03,699427,9731593,hyenaSpotted,-1,2,0,0
ASG0002ubc,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002ubd,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002ube,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002ubk,40389.73,D03,699427,9731593,giraffe,-1,2,0,0
ASG0002ubq,40389.73,D03,699427,9731593,wildebeest,-1,2,0,0
ASG0002ubr,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002ubs,40389.73,D03,699427,9731593,giraffe,-1,2,0,0
ASG0002uc0,40389.73,D03,699427,9731593,buffalo,-1,2,0,0
ASG0002uc2,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002uca,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002ud3,40389.73,D03,699427,9731593,hyenaSpotted,-1,2,0,0
ASG0002ud4,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002ud5,40389.73,D03,699427,9731593,gazelleThomsons,-1,2,0,0
ASG0002udj,40389.73,D03,699427,9731593,otherBird,-1,2,0,0
ASG0002udk,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002udr,40389.73,D03,699427,9731593,hyenaStriped,-1,2,0,0
ASG0002uds,40389.73,D03,699427,9731593,dikDik,-1,2,0,0
ASG0002udx,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002udy,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002udz,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002ue0,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG0002ue1,40389.73,D03,699427,9731593,hippopotamus,-1,2,0,0
ASG00000mo,40389.73,D04,699543,9729343,dikDik,-1,2,0,0
ASG00000mp,40389.73,D04,699543,9729343,ostrich,-1,2,0,0
ASG00000mq,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000ms,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000mt,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000n0,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000n1,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000n2,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000n8,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000n8,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000n9,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000nd,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000ne,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000ng,40389.73,D04,699543,9729343,impala,-1,2,0,0
ASG00000nh,40389.73,D04,699543,9729343,gazelleGrants,-1,2,0,0
ASG00000nk,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000nr,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000ns,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000ns,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000nt,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000nv,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000nw,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000nx,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000ny,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000nz,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000o0,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000o1,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000o6,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000ob,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000oc,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000oe,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000og,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000ol,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000om,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000on,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000oo,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000op,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000oq,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000or,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000os,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000ov,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000oy,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000oz,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000p1,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000p2,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000p3,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000p8,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000p9,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000pb,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000pc,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000pd,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000pf,40389.73,D04,699543,9729343,porcupine,-1,2,0,0
ASG00000pg,40389.73,D04,699543,9729343,porcupine,-1,2,0,0
ASG00000pk,40389.73,D04,699543,9729343,reedbuck,-1,2,0,0
ASG00000pm,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000po,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000ps,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000pt,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000pw,40389.73,D04,699543,9729343,hare,-1,2,0,0
ASG00000px,40389.73,D04,699543,9729343,elephant,-1,2,0,0
ASG00000py,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000pz,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000q3,40389.73,D04,699543,9729343,reedbuck,-1,2,0,0
ASG00000qb,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000qc,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000qh,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000qj,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000qk,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000ql,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000qm,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000qn,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000qt,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000qu,40389.73,D04,699543,9729343,hyenaStriped,-1,2,0,0
ASG00000qv,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000qx,40389.73,D04,699543,9729343,baboon,-1,2,0,0
ASG00000qy,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000qz,40389.73,D04,699543,9729343,baboon,-1,2,0,0
ASG00000r1,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000r2,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000r3,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000r4,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000r5,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000r6,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000r7,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000ra,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000rb,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000rb,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000rc,40389.73,D04,699543,9729343,otherBird,-1,2,0,0
ASG00000re,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000rf,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000rh,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000ri,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000rj,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000ro,40389.73,D04,699543,9729343,impala,-1,2,0,0
ASG00000rp,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000rq,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000rw,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000rx,40389.73,D04,699543,9729343,hyenaStriped,-1,2,0,0
ASG00000rz,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000s0,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000s2,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000s4,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000s6,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000s8,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000s9,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000sa,40389.73,D04,699543,9729343,gazelleGrants,-1,2,0,0
ASG00000sb,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000sc,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000sd,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000sf,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000sg,40389.73,D04,699543,9729343,impala,-1,2,0,0
ASG00000sh,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000sj,40389.73,D04,699543,9729343,hippopotamus,-1,2,0,0
ASG00000sk,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000sl,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000sm,40389.73,D04,699543,9729343,impala,-1,2,0,0
ASG00000sn,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000so,40389.73,D04,699543,9729343,dikDik,-1,2,0,0
ASG00000sp,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000sq,40389.73,D04,699543,9729343,hippopotamus,-1,2,0,0
ASG00000sr,40389.73,D04,699543,9729343,hippopotamus,-1,2,0,0
ASG00000ss,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000st,40389.73,D04,699543,9729343,hyenaStriped,-1,2,0,0
ASG00000su,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000sw,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000sx,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000sy,40389.73,D04,699543,9729343,elephant,-1,2,0,0
ASG00000sz,40389.73,D04,699543,9729343,elephant,-1,2,0,0
ASG00000t3,40389.73,D04,699543,9729343,guineaFowl,-1,2,0,0
ASG00000t4,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000t5,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000t6,40389.73,D04,699543,9729343,hippopotamus,-1,2,0,0
ASG00000t7,40389.73,D04,699543,9729343,hippopotamus,-1,2,0,0
ASG00000t8,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000tc,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000td,40389.73,D04,699543,9729343,hyenaSpotted,-1,2,0,0
ASG00000te,40389.73,D04,699543,9729343,elephant,-1,2,0,0
ASG00000tf,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000tg,40389.73,D04,699543,9729343,warthog,-1,2,0,0
ASG00000ti,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000tj,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000tl,40389.73,D04,699543,9729343,ostrich,-1,2,0,0
ASG00000tm,40389.73,D04,699543,9729343,zebra,-1,2,0,0
ASG00000tn,40389.73,D04,699543,9729343,gazelleGrants,-1,2,0,0
ASG00000to,40389.73,D04,699543,9729343,gazelleThomsons,-1,2,0,0
ASG00000tr,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000ts,40389.73,D04,699543,9729343,giraffe,-1,2,0,0
ASG00000tt,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000tu,40389.73,D04,699543,9729343,gazelleGrants,2,4,1,1
ASG00000tv,40389.73,D04,699543,9729343,giraffe,2,4,1,1
ASG00000tx,40389.73,D04,699543,9729343,giraffe,2,4,1,1
ASG00000ty,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000u0,40389.73,D04,699543,9729343,giraffe,2,4,1,1
ASG00000u2,40389.73,D04,699543,9729343,impala,2,4,1,1
ASG00000u3,40389.73,D04,699543,9729343,koriBustard,2,4,1,1
ASG00000u4,40389.73,D04,699543,9729343,koriBustard,2,4,1,1
ASG00000u5,40389.73,D04,699543,9729343,koriBustard,2,4,1,1
ASG00000u7,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000u8,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000ua,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000ub,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000uc,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000ud,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
ASG00000uf,40389.73,D04,699543,9729343,elephant,2,4,1,1
ASG00000ug,40389.73,D04,699543,9729343,gazelleThomsons,2,4,1,1
